comments,label,comments_cleaned
son siêu xinh màu cũng xinh chất son mịn mỏng mướt môi mà lâu trôi cực kỳ son lên môi mình hơi có sắc hồng mua của shope mal nên cực yên tâm bên vận chuyển giao hơi lâu một chút,0,son siêu xinh màu xinh chất son mịn mỏng mướt_môi trôi cực_kỳ son môi hơi sắc hồng mua shope mal cực yên_tâm vận_chuyển_giao hơi lâu một_chút
mình mua bản xanh vì nghĩ sẽ đỡ base hồng hơn nhưng swatch ra thì base hồng rất nhiều,1,mua xanh đỡ base hồng swatch base hồng
son xinh lắm ạ 😍,0,son xinh lắm 😍
mau trôi hơn mình nghĩ,1,mau trôi
đây là son fake nha mọi người mình lên icheck kiểm tra mã vạch của nó nói fake nha,1,son fake nha icheck kiểm_tra mã_vạch fake nha
lừa đảo không tặng son lì 175k,1,lừa_đảo tặng son lì 175k
màu đẹp lắm nha 🤗,0,màu đẹp lắm nha_🤗
màu son đẹp miễn chê rất hợp với môi mình nên nhất định phải canh mua cho được shop giao hàng nhanh mua 2 cây rồi,0,màu son đẹp miễn chê hợp môi nhất_định canh mua shop giao hàng mua 2
son lên màu đẹp bền màu lâu trôi chất son không bị bột không gây khô môi,0,son màu đẹp bền màu trôi chất son bột không khô môi
chất lượng sản phẩn tốt giao hàng hơi lâu hi vọng shop rút kinh nghiệm,0,chất_lượng sản phẩn giao hàng hơi hi_vọng shop rút kinh_nghiệm
đối với những người môi khô như mình thì chất son của bia cực thích mướt và mịn,0,đối_với môi khô chất son bia cực mướt mịn
hàng ok,0,hàng ok
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,0,đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng rất
gói hàng siêu kĩ siêu xinh giao habgf siêu nhanh màu siêu yêu,0,gói hàng siêu kĩ siêu xinh giao habgf siêu màu siêu yêu
son mua lần thứ 2 rồi bia chưa bh làm mình thất vọng auto đẹp ạ anh,0,son mua 2 bia bh thất_vọng auto đẹp
đã nhận được hàng vì là shop mal nên tin tưởng sản phẩm chưa test,2,hàng shop mal tin_tưởng sản_phẩm test
đánh được vài tiếng son nó trôi mà trôi ở giữa còn viền môi với lòng môi nhìn kinh dị thật,1,đánh tiếng son trôi trôi viền môi môi kinh_dị
shop gói hàng ổn hộp đựng đẹp màu son lên đẹp mùi son như kiểu mùi kẹo nho rất thơm độ lì thì vừa phải,0,shop gói hàng ổn hộp đựng đẹp màu son đẹp mùi son kiểu mùi kẹo_nho thơm độ lì vừa_phải
sản phẩm chất lượng tốt như mô tả shop giao hàng nhanh phục vụ tốt,0,sản_phẩm_chất_lượng mô_tả shop giao hàng phục_vụ tốt
hàng đúng chất giả luôn thử lên thì sệt sệt mà mùi nồng nặc giả em không xài nổi nên bỏ ngang bên luôn không dám đụng tới lần 2 mọi người nên lựa mấy cửa hàng trên hoặc facebok mà mua bởi trên đó người ta đóng hộp là đa số còn ở đây thì hên xui,1,hàng chất giả thử sệt sệt mùi nồng_nặc giả xài nổi ngang luôn không dám đụng 2 nên lựa mấy cửa_hàng facebok mà mua trên người_ta đóng_hộp đa_số thì hên xui
hàng đẹp chất son chuẩn gói ghém cẩn thận cảm ơn shope nhìu nhiud,0,hàng đẹp chất son chuẩn gói_ghém cẩn_thận cảm_ơn shope nhìu nhiud
son màu bên ngoài hơi tươi quá so với trên hình,1,son màu hơi tươi hình
mình mua 15 hóa đơn bên ngoài cũng ghi là 15 mà son giao lại là 13 vỏ son chỗ tem niêm phong cũng bị rách khá thất vọng,1,mua 15 hóa đơn ghi 15 son giao là 13 vỏ son chỗ tem niêm_phong cũng rách thất_vọng
do mình đặt vào chủ nhật ngày shop nghỉ nên đợi khá lâu nhưng rất oki nhé hộp vừa đáng yêu vừa sang 3 son ổn 😂,0,chủ_nhật shop nghỉ đợi oki hộp yêu vừa 3 son ổn 😂
son nhanh trôi,1,son trôi
son siêu siêu xinh luôn ạ rất là ưng đóng gói rất đẹp dùng hết sẽ mua tiếp,0,son siêu siêu xinh ưng đóng_gói rất đẹp mua tiếp
son không lì tí nào vừa ăn vào đã trôi luôn,1,son lì tí trôi
son trà xanh nhưng nghe toàn mùi dừa,1,son trà xanh toàn mùi dừa
sản phẩm cũng được hợp lý,0,sản_phẩm hợp_lý
son rất đẹp ạ mặc dù giao hàng hơi lâu nhưng chất lượng tốt nên vẫn để shop 5sao 😉,0,son đẹp mặc_dù giao hàng hơi chất_lượng shop 5sao 😉
son lên màu chuẩn đẹp yêu shop,0,son màu chuẩn đẹp yêu shop
son tông màu đẹp đánh lên môi thấy chuẩn màu son khá lì lâu bị trôi mướt và nhẹ mà không có cảm giác bị khô môi chút nào nói chung là rất hài lòng 😊,0,son tông màu đẹp đánh môi chuẩn màu son lì trôi mướt nhẹ cảm_giác bị khô môi chút nói_chung hài_lòng 😊
đóng gói sản phẩm cẩn thận son đẹp lên màu chuẩn và không bị khô môi,0,đóng_gói sản_phẩm cẩn_thận son đẹp màu chuẩn khô môi
rất ưng ạ mua son lần thứ ba bên shop rồi đóng gói cũng rất ổn ạ,0,ưng mua son shop đóng_gói rất ổn ạ
son đánh mịn thơm màu xinh đóng gói cẩn thận nchung là ưng ý hehe,0,son đánh mịn thơm màu xinh đóng_gói cẩn_thận nchung ưng_ý hehe
m mua 2 cây mà cây trắng hôi dầu như mấy cây son dưỡng khác mà hết hsd cây màu xanh thì thơm,2,m mua 2 cây trắng hôi dầu mấy cây son dưỡng mà hsd cây màu xanh thơm
màu son lên không chuẩn xỉn da quá,1,màu son chuẩn_xỉn da
giao hàng lâu đã hủy mà vẫn gửi nên vẫn nhận,2,giao hàng hủy gửi vẫn
v9 miêu tả là màu đỏ cam nâu mà em đánh lên lại có base hồng,0,v9 miêu_tả màu đỏ cam nâu đánh base hồng
son thơm mua của shope mal nên cũng không có gì phải lo lắng thanks shop,0,son thơm mua shope mal lo_lắng thanks shop
màu này xinh luôn nhé đánh lên môi mình nhiều camn,0,màu xinh đánh môi camn
canh ngay đợt flash sale rồi có thêm code giảm giá nên mua được giá siêu rẻ chắc đợt này nhiều đơn quá nên giao hàng cũng hơi lâu bù lại nhận được hàng cực ưng ý chỉ có 1 cây son nhưng đóng gói cực hoành tráng bao đẹp chất lượng của bia thì khỏi phải bàn cãi màu khá đẹp luôn,0,canh đợt flash sale code giảm_giá mua giá siêu rẻ đợt đơn nên giao hàng hơi bù được hàng cực ưng_ý có 1 son đóng_gói cực hoành_tráng bao đẹp chất_lượng bia bàn_cãi màu đẹp
son xinh lắm luôn ạ màu lên chất rất đẹp luôn cảm ơn shop nhiều,0,son xinh lắm màu chất đẹp luôn cảm_ơn shop
vừa khui vỏ đóng gói thì không thấy xốp hay túi khí để bảo vệ bên ngoài cho son đỡ bị va đập mở thỏi son thì thấy hơi lung lay và cuối cùng thì nhìn thấy vết xước trên son tại mình cần gấp nên nhận hàng nên chú ý đến phần bảo quản sản phẩm,1,khui vỏ đóng_gói xốp túi khí bảo_vệ son đỡ va_đập thỏi son thì thấy hơi lung_lay cuối_cùng thì thấy vết xước son gấp hàng nên chú_ý bảo_quản sản_phẩm
son màu 06 khá đẹp nhưng đánh không được mềm môi cho lắm vẫn bị khô chứ không được như quảng cáo,1,son màu 06 đẹp đánh mềm_môi lắm khô không được quảng_cáo
giao hàng nhanh hộp đóng gói đẹp rất ấn tượng khi mua được hàng chính hãng,0,giao hàng hộp đóng_gói đẹp ấn_tượng mua hàng hãng
mình xem review thấy màu 15 tùy người dùng lên màu khác nhau về tới tay mình lên màu đẹp lắm hộp đóng gói cũng xinh cảm ơn shop nhé,0,review màu 15 tùy màu mình lên màu đẹp lắm hộp đóng_gói xinh cảm_ơn shop
màu cam hồng đất lên môi mình toàn màu hồng thôi hu 😥,1,màu cam hồng đất môi toàn màu hồng hu 😥
son đánh rất thích mềm môi không khô môi màu đẹp 💋,0,son đánh mềm_môi khô môi màu đẹp 💋
sp rất tốt nha m người,0,sp nha m
aw xinh xĩu ạ ❤ 🤤,0,aw xinh xĩu ❤ 🤤
màu lên chuẩn luôn gói hàng của shop nhìn ưng ghê luôn son lì và thơm lắm nhen,0,màu chuẩn gói hàng shop ưng ghê luôn son lì thơm lắm nhen
sản phẩm được đóng gói kĩ càng giao hàng đúng thời gian đáng tiền,0,sản_phẩm đóng_gói kĩ_càng giao hàng thời_gian tiền
vỏ hộp siêu xinh gói hàng kĩ tặng 20 10 người yêu đỡ phải đi mua hộp,0,vỏ hộp siêu xinh gói hàng kĩ tặng 20 10 người_yêu đỡ đi mua hộp
lấy đại ảnh vì lười chụp son đóng gói sơ sài không có bọc chống sốc,1,đại ảnh lười chụp son đóng_gói sơ_sài bọc chống sốc
lần thứ 2 mua ở shop nên rất là yên tâm sản phẩm đóng gói đẹp dễ thương ❤,0,2 mua shop yên_tâm sản_phẩm đóng_gói đẹp dễ_thương ❤
giao hàng nhanh đóng gói cẩn thận son lì đẹp lại hàng chuẩn nên mua,0,giao hàng đóng_gói cẩn_thận son lì đẹp hàng chuẩn mua
giao hàng nhanh hnàg chuẩn auth mình đã mua 1 lần và h quay lại mua tiếp rất ưng hàng của shop,0,giao hàng hnàg chuẩn auth mua 1 h mua tiếp ưng hàng shop
màu đẹp mua tổng cộng 7 cây rồi son lì trôi màu không bị base hồng sến súa,0,màu đẹp mua tổng_cộng 7 son lì trôi màu base hồng sến súa
dở,1,dở
shop không có hàng nên gửi trả tiền nhưng vì không được báo trước mà cây son này là mục đích chính để đặt hàng nên trừ shop 2 sao,1,shop hàng gửi tiền không báo son mục_đích đặt_hàng nên trừ shop 2
xịn xịn,0,xịn xịn
rất thích rất thích màu 15 đỏ mà màu hồng nhiều lắm bạn nào thích đỏ nên cân nhắc màu này nhé,0,rất thích màu 15 đỏ màu hồng lắm thích đỏ cân_nhắc màu
shop gói hàng rất cẩn thận giao hàng cũng nhanh son này thì siêu lì thật luôn nhưng mà shop giao sai đơn hàng của mình và cũng đã gửi lại rồi mong lần sau không vậy nữa mà son còn bị bong tem nữa nhưng cây son thì vẫn còn nguyên chưa có dùng,0,shop gói hàng cẩn_thận giao hàng son siêu lì shop giao sai đơn hàng cũng gửi mong mà son bong tem nữa nhưng son thì còn nguyên
màu không giống swatch lì lâu trôi đóng gói sp đẹp chắc chắn,2,màu swatch lì trôi đóng_gói sp đẹp chắc_chắn
mùi thơm mún hun son lên mịn và mềm môi lắm hong có bị khô đâu nha ❤,0,mùi thơm mún hun son mịn mềm_môi lắm hong khô nha_❤
son siêu xinh và đẹp lun nha chất son rất mịn không bị khô môi và rất thơm giao hàng hơi lâu xíu ❤,0,son siêu xinh đẹp lun nha_chất son mịn khô môi và rất thơm giao hàng hơi xíu ❤
mã vạch dán phía ngoài khác xa mã vạch trong hộp không hiểu nổi luôn,1,mã_vạch dán mã_vạch hộp nổi
màu son lẫn chất son đều đỉnh đánh lên muốn sáng bừng gương mặt luôn,0,màu son lẫn chất son đỉnh đánh bừng gương_mặt
son gãy mua 5 cây gãy hết 3 cây shop làm ăn kì ghê,1,son gãy mua 5 gãy 3 cây shop làm_ăn kì ghê
son đẹp lắm ạ hơi nhanh trôi,0,son đẹp lắm hơi trôi
màu 23 thực tế khi lên môi là cam sữa sáng coral hơi đất 1 chút thôi chứ không phải là cam đất đâu nha mọi người đánh làm lớp nền cũng đẹp lắm còn bạn nào muốn màu như trên ảnh quảng cáo thì nên cân nhắc còn lại chât son mướt mịn có mùi nồng nhưng mình thấy thơm và chịu được khá ổn so với giá rồi,2,màu 23 thực_tế môi cam sữa coral hơi đất 1 chút là cam đất nha đánh lớp đẹp lắm màu ảnh quảng_cáo cân_nhắc còn chât son mướt mịn mùi nồng thơm ổn giá
màu 25 mình khá thích lên màu chuẩn mềm mịn mướt môi theo mình thấy chất dưỡng khá nhiều nhưng vẫn giữ được độ lì mình ăn uống đều trôi đi cỡ 30 40 son dính trên ống hút khá ít mình rất thích chất son sp của em này,0,màu 25 màu chuẩn mềm mịn mướt môi mình chất dưỡng khá độ lì mình ăn_uống trôi đi cỡ 30 40 son dính ống hút khá mình thích chất son sp
gói hàng cẩn thận hộp đựng thôi cũng dễ thương có card cám ơn vỏ giấy của son còn nguyên tem màu son đẹp tôn da và răng,0,gói hàng cẩn_thận hộp đựng dễ_thương card cám_ơn vỏ giấy son nguyên tem màu son đẹp tôn da
màu son đẹp lên rất chuẩn màu shop đóng gói chắc chắn đáng đồng tiền,0,màu son đẹp chuẩn màu shop đóng_gói chắc_chắn đồng_tiền
hàng chuẩn auth màu này mình mê lâu rồi may còn hàng ạ hàng đóng gói kĩ có luôn cả gìtcard giao hàng nhanh,0,hàng chuẩn auth màu mê may hàng hàng đóng_gói kĩ gìtcard giao hàng
son lên chuẩn màu và rất đẹp đóng gói cẩn thận còn được tặng bé túi dễ thương,0,son chuẩn màu đẹp đóng_gói cẩn_thận tặng bé túi dễ_thương
đã mua 1 lần dùng rất thích nên mua lần 2 để tặng sinh nhật bạn,0,mua 1 mua lần 2 tặng sinh_nhật
màu son hồng đậm tươi rất đẹp và không bị kén da nên makeup khách khen nhiều,0,màu son hồng đậm tươi đẹp kén da makeup khen
chất son mềm mịn chờ mãi mới có màu 14 để đặt,0,chất son mềm mịn chờ mãi màu 14
theo đánh giá của mình lúc mở son không có niêm phong ở chỗ nắp như vậy thì son có thể được sử dụng trước thứ 2 son bôi lên nghiêng về tone hồng đậm mấy đứa fedback trước 5 ngu vãi l ♀ 🤷,1,đánh_giá son niêm_phong chỗ nắp như_vậy son có_thể sử_dụng 2 son bôi nghiêng tone hồng đậm mấy đứa fedback trước 5 ngu vãi l ♀ 🤷
thật sự thì đọc đánh giá chất lượng son lì chuẩn auth mình mới có ý định mua nó nhưng son khác gì hàng fake đâu mùi không thơm son nước nước lỏng loẹt mã check có ra thật nhưng là được dán lên bóc cái là ra à haiz một lần ngu dại,1,thật_sự đọc đánh_giá chất_lượng son lì chuẩn auth ý_định mua son hàng fake mùi thơm son nước lỏng loẹt mã check có nhưng dán bóc là ra haiz ngu_dại
son bao đẹp dính như nam châm là có thật hâhaha ủng hộ shop,0,son bao đẹp dính nam_châm hâhaha ủng_hộ shop
son siu siu xinh nha 😘,0,son siu siu xinh nha_😘
ở tphcm ship ra hà nội mất 2 ngày tớ mua 1 kẻ mắt với 1 son bia 25 sản phẩm này từ kho của sky07 thì mình không có gì để chê rồi rất đẹp gói cẩn thận ship cũng nhanh và quan trọng hơn là đang sale còn 150k tiếc là mua xong thì sale còn 137 hích không sao vẫn mê bia 25 lắm,0,tphcm ship hà_nội 2 mua 1 kẻ mắt 1 son bia 25 sản_phẩm kho sky07 chê đẹp gói cẩn_thận ship quan_trọng sale 150k tiếc là mua xong thì sale còn 137 hích không mê bia 25 lắm
